index,likeness,c_black,c_white,c_gray,c_red,c_orange,c_yellow,c_green,c_blue,c_purple,c_skyblue,c_brown,c_pink,c_beige,c_charcoal,c_kaki,c_navy,c_neon,c_pastel,l_long,l_nshort,l_short,f_over,f_loose,f_regular,f_semiover,thick_high,thick_normal,thick_low,flex_high,flex_low,flex_normal,fabr_cotton,fab_linnen,fab_poli,fab_rayon,fab_nylon,fab_wool,fab_span,fab_tensil,fab_etc,neck_round,neck_v,neck_pola,neck_hpola,collar_normal,collar_china,collar_open,d_pocket,d_logo,d_frontprint,d_backprint,d_frontletter,d_backletter,d_stripe,d_layerd,d_addcolor,d_sideopen,d_button,d_hpocket,d_zipper,d_sibori,d_etc
554,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,1,
555,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,1,
556,0,,,1,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,1,
557,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
558,0,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
559,0,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
560,1,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
561,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
562,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,,,,,,,,
563,1,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,1,,,,,,,,,
564,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,1,,,,,,,,,
565,,,,,,,,,,,1,,,,,,,,1,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,1,,,,,,,,,
566,0,,,,,,1,,,,,,,,,,,1,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
567,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
568,,,,,,1,,,,,,,,,,,,,1,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
569,0,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
570,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
571,,,,,,1,,,,,,,,1,,,,,,1,,,1,,,,,1,,,1,,1,,1,1,,,,,,1,,,,,,,,,0,0,0,0,,,1,,,,,,
572,0,1,,,,,,,1,,,,,,,,,,,1,,,1,,,,,1,,,1,,1,,1,1,,,,,,1,,,,,,,,,0,0,0,0,,,1,,,,,,
573,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,1,0,0,,,,,,,,,
574,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,1,0,0,,,,,,,,,
575,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
576,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
577,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
578,,,,,,1,,,,,,,,,,,,,1,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
579,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
580,1,,,,,,,,1,,,,,,,,1,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
581,1,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,1,,,0,0,0,0,,,,,,,,,
582,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,1,,,0,0,0,0,,,,,,,,,
583,1,,,,,,1,,,,,,,,,,,,1,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
584,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
585,1,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,,,,,,,,
586,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,,,,,,,,
587,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
588,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
589,1,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
590,1,,,,,1,,,,,,,,,,,,,1,,,1,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
591,0,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,1,,,,,,,,,,1,,,,,,,,0,0,0,0,,,,,,,,,
592,0,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,1,,,1,1,,,,,,,,,,1,,,,,,,,0,0,0,0,,,,,,,,,
593,,,,,,,,,1,,,,,,,,1,,,,,1,,,,1,,1,,,,1,1,,1,1,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
594,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,1,0,,,,,,,,,
595,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,1,0,,,,,,,,,
596,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,1,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
597,,,,,,,,,1,,,,,,,,1,,,,,1,,,1,,,1,,,1,,1,,1,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
598,1,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
599,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
600,1,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
601,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
602,1,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
603,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,1,1,0,0,,,,,,,,,
604,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,1,1,0,0,,,,,,,,,
605,,1,,,,,,,1,,,,,,,,1,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
606,1,,,,,,,,1,,,,,,,,1,,,,,1,,,,1,,1,,1,,,1,,,,1,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
607,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,1,,1,,,1,,,,1,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
608,1,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,1,,,1,,,,1,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
609,,,,,,,,1,,,,,,,,,,1,,,,1,,,,1,,1,,1,,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
610,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,1,,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
611,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,,1,,,,,,,,0,0,0,0,,,,,,,,,
612,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,,1,,,,,,,,0,0,0,0,,,,,,,,,
613,,1,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
614,,,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
615,1,,,,,,,,,1,,,,,,,,,1,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
616,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
617,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,,
618,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,,,1,,0,0,,,,,,,,,
619,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,1,,,,,,,,,1,,0,0,,,,,,,,,
620,,,1,,,,,1,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
621,1,,,,,,,1,,,,,1,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
622,,1,,,,,,1,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
623,1,1,1,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
624,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
625,0,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
626,1,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,,,,,1,,,,,,,,,,,1,,,,,0,0,0,0,,,,,1,,1,,
627,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,1,,,0,0,0,0,,,,,,,,,
628,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,1,,,0,0,0,0,,,,,,,,,
629,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
630,,,,,,,,,,,,1,,,,,,,1,1,,,,,1,,,1,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
631,,,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,1,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
632,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,1,,1,,1,,,,,,,1,,,,,,,,,0,1,0,0,,,,,,,,,
633,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,1,,,,,,,,,
634,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,1,,,,,,,,,
635,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,1,,,,,,,,,
636,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
637,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
638,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,1,
639,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,1,
640,,,1,,,,,,,,,1,,,,,,,,,,1,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,1,1,,,,,,,,
641,0,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,1,1,,,,,,,,
642,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,1,,,,1,,1,,1,1,,,,,,1,,,,,,,,,0,0,1,0,,,,,,,,,
643,0,,,,,,,1,,,,,,,,,,1,,1,,,1,,,,1,,,,1,,1,,1,1,,,,,,1,,,,,,,,,0,0,1,0,,,,,,,,,
644,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,1,,,,,1,,,1,,,,,,,,,1,,,,,,,0,0,1,0,,,,,,,1,,
645,0,1,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,1,,,1,,,,,,,,,1,,,,,,,0,0,1,0,,,,,,,1,,
646,,1,,,,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,1,,,,1,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,,
647,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
648,1,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
649,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
650,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,1,,,,1,,1,,1,1,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,1,
651,0,,,1,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,1,,1,,1,1,,,,,,1,,,,,,,,1,0,1,0,0,,,,,,,,1,
652,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,1,,,,,,,,1,
653,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,1,,,,,,,,1,
654,0,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,1,,,,1,0,0,0,0,,,,,,,1,1,
655,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,1,,,,1,0,0,0,0,,,,,,,1,1,
656,0,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,1,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
657,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,1,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
658,,,,,,,,,1,,,,,,,,1,,,1,,,,,,1,,,1,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
659,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,1,,,1,,,,,,1,,,,,1,,,,,,,,,0,0,0,0,,,,,,1,,,
660,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,1,,,,,,1,,,,,1,,,,,,,,,0,0,0,0,,,,,,1,,,
661,,,1,,,,,1,,,,,,,,,,,,1,,,,,,1,,,1,,,1,,,1,,,,,,,,1,,,,,,,1,0,0,0,0,,,1,,,,,1,
662,,,1,,,,,,,,,,,,1,,,,,1,,,,,,1,,,1,,,1,,,1,,,,,,,,1,,,,,,,1,0,0,0,0,,,1,,,,,1,
663,,1,1,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,1,
664,,1,1,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,1,,,,,,,1,
665,1,,1,,,,,,,,,,,1,,,,,,1,,,,,,1,,1,,,1,,1,,1,,,,,,,,,,1,,,,,,0,0,0,0,,,1,,,,1,1,
666,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,1,,1,,,,,,,,,,1,,,,,,0,0,0,0,,,,,,,1,1,
667,1,,,,,,,,1,,,,,,,,1,,,1,,,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
668,1,,,,,,1,,,,,,,,,,,,1,1,,,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
669,1,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,1,,0,0,0,0,,,,,,,,,
670,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,,,1,,,,,,,,,,1,,,,,,0,0,0,0,,,,,,,1,,
671,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
672,1,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
673,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
674,,,,,,,1,,,,,,,,,,,,1,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
675,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,1,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,,
676,0,,,,,,,,,1,,,,,,,,,1,1,,,1,,,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,1,
677,,,,,,,,,,,,,,,,1,,,1,1,,,1,,,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,1,
678,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,1,
679,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,1,
680,,,,,,,1,,,,,,,,,,,,1,1,,,1,,,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,1,
681,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,,,,,1,
682,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,1,
683,0,1,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,1,
684,1,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,1,
685,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,1,
686,0,,,,,,,,,,,,,,1,,,,,1,,,,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,1,,,,1,
687,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,,,0,0,0,0,,,,1,,,,1,
688,0,,,,,,1,,,,,,,,,,,,,1,,,1,,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,0,1,0,,,,,,,,1,
689,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,0,1,0,,,,,,,,1,
690,,,1,,,,,,1,,,,,,,,1,,,,1,,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
691,1,,1,,1,,,,,,,,,,,,,,,,1,,,,,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,1,0,0,0,,,,,,,,,
692,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,,,,,,,1,
693,0,,,,,,,,,,,,,,,,1,,,1,,,,,1,,1,,,,1,,1,,,,,,,,,1,,,,,,,,1,0,0,0,0,,,,,,,,1,
